epoch,train_lr_10,train_lr_5,train_lr_1,train_lr_0.1,train_lr_0.01,train_lr_0.001,train_lr_0.0001,train_lr_0.00001,val_lr_1,val_lr_0.1,val_lr_0.01,val_lr_0.001,val_lr_0.0001,val_lr_0.00001
208,,,2.313991,2.303677,0.708234,0.774851,1.787891,2.303079,2.309998,2.303821,1.044121,1.02389,1.776553,2.303076
209,,,2.315561,2.30372,0.706083,0.775309,1.782862,2.303075,2.312644,2.303199,1.016069,1.038343,1.77186,2.303072
210,,,2.316098,2.30392,0.700505,0.772017,1.778213,2.303071,2.316936,2.30298,1.017685,1.03062,1.766131,2.303068
211,,,2.315061,2.303786,0.695064,0.771959,1.773021,2.303067,2.312845,2.304054,1.012998,1.044984,1.763334,2.303064
212,,,2.314416,2.303978,0.697709,0.769012,1.76906,2.303063,2.309312,2.303576,1.072507,1.04126,1.75754,2.30306
213,,,2.313375,2.303483,0.696543,0.767883,1.764365,2.303059,2.326965,2.303841,1.014742,1.021785,1.754226,2.303056
214,,,2.313807,2.303755,0.702376,0.766521,1.7591,2.303055,2.322253,2.303943,1.030181,1.032729,1.748866,2.303052
215,,,2.314163,2.303862,0.69164,0.767132,1.75545,2.303051,2.308362,2.303775,1.075211,1.038307,1.74857,2.303048
216,,,2.313163,2.303889,0.693893,0.762569,1.750914,2.303048,2.315524,2.303262,1.018886,1.016083,1.750906,2.303045
217,,,2.31501,2.303768,0.698372,0.763068,1.747433,2.303044,2.314144,2.303238,1.04447,1.037115,1.742192,2.303041
218,,,2.313226,2.303742,0.691429,0.762919,1.743051,2.30304,2.310378,2.3034,1.099351,1.033554,1.734428,2.303037
219,,,2.312675,2.30372,0.695561,0.749177,1.739435,2.303036,2.3121,2.303295,1.007389,1.037754,1.729679,2.303033
220,,,2.313683,2.303676,0.687375,0.757256,1.7351,2.303032,2.310665,2.303645,1.014574,1.034699,1.726668,2.303029
221,,,2.313352,2.303854,0.687436,0.753164,1.730916,2.303028,2.311106,2.303196,1.02165,1.022576,1.723025,2.303026
222,,,2.312858,2.303769,0.695653,0.756917,1.727836,2.303025,2.3093,2.303213,1.050075,1.044805,1.716689,2.303022
223,,,2.313831,2.303606,0.694819,0.744435,1.723958,2.303021,2.311856,2.305108,1.036864,1.061466,1.713024,2.303018
224,,,2.31453,2.303827,0.696593,0.748221,1.720212,2.303017,2.309236,2.303176,1.064164,1.032917,1.709347,2.303015
225,,,2.312227,2.303813,0.698045,0.74582,1.717142,2.303014,2.317339,2.303621,1.039363,1.033811,1.707392,2.303011
226,,,2.313327,2.303356,0.690956,0.741414,1.713254,2.30301,2.317278,2.303343,1.021104,1.030325,1.703643,2.303007
227,,,2.31472,2.303603,0.689475,0.740313,1.710069,2.303006,2.309618,2.303821,1.027685,1.02289,1.699249,2.303004
228,,,2.316155,2.30368,0.692964,0.741027,1.705886,2.303003,2.320001,2.303205,0.995655,1.02687,1.696491,2.303
229,,,2.312673,2.303861,0.691573,0.737082,1.702618,2.302999,2.309691,2.30465,0.99556,1.056294,1.693284,2.302997
230,,,2.312551,2.303886,0.688899,0.736669,1.698861,2.302996,2.313805,2.303514,1.030441,1.079836,1.68922,2.302993
231,,,2.314487,2.303734,0.690928,0.737821,1.69615,2.302992,2.310842,2.303198,1.009138,1.047821,1.685055,2.30299
232,,,2.31247,2.303519,0.688337,0.738389,1.691575,2.302989,2.303885,2.304613,1.037543,1.059372,1.682853,2.302986
233,,,2.313156,2.303611,0.691803,0.731475,1.688229,2.302985,2.309632,2.30391,1.049362,1.02952,1.680003,2.302983
234,,,2.313669,2.303803,0.688814,0.731063,1.684751,2.302982,2.327021,2.303114,1.051027,1.041166,1.67533,2.302979
235,,,2.313719,2.303838,0.697329,0.73056,1.681571,2.302978,2.319821,2.303696,1.044676,1.024111,1.674754,2.302976
236,,,2.314973,2.303885,0.690285,0.726812,1.677476,2.302975,2.311535,2.303359,1.002325,1.038343,1.670976,2.302972
237,,,2.313036,2.30394,0.699586,0.734038,1.674251,2.302972,2.311061,2.303022,1.048967,1.019855,1.665394,2.302969
238,,,2.314342,2.303781,0.698346,0.721173,1.670169,2.302968,2.316139,2.303185,1.009567,1.020719,1.661779,2.302966
239,,,2.31508,2.303965,0.698087,0.722465,1.66662,2.302965,2.305133,2.303174,1.057298,1.019044,1.661271,2.302962
240,,,2.313715,2.303942,0.681146,0.719175,1.663145,2.302962,2.313033,2.303584,1.023223,1.022462,1.656077,2.302959
241,,,2.314249,2.30359,0.69496,0.718982,1.659834,2.302958,2.314741,2.302889,1.012503,1.042845,1.651514,2.302956
242,,,2.312461,2.303761,0.686339,0.720775,1.656518,2.302955,2.307843,2.302933,1.012468,1.053011,1.654105,2.302953
243,,,2.313848,2.303789,0.68789,0.710782,1.653577,2.302952,2.320523,2.303079,1.034572,1.02007,1.647689,2.302949
244,,,2.314969,2.303702,0.683123,0.714067,1.649126,2.302948,2.309408,2.303203,1.035579,1.071316,1.641597,2.302946
245,,,2.314096,2.303917,0.692904,0.712265,1.646599,2.302945,2.313031,2.302886,1.056125,1.02475,1.63725,2.302943
246,,,2.313236,2.303746,0.697987,0.709374,1.642153,2.302942,2.312657,2.303708,1.034964,1.02632,1.634148,2.30294
247,,,2.313196,2.303988,0.687021,0.708495,1.638395,2.302939,2.320195,2.303288,1.066172,1.019359,1.63,2.302937
248,,,2.31345,2.303603,0.682659,0.705436,1.635713,2.302936,2.311428,2.303339,1.024769,1.02523,1.627718,2.302933
249,,,2.315384,2.303788,0.67839,0.709398,1.631473,2.302933,2.329174,2.303579,1.056047,1.037991,1.626484,2.30293
250,,,2.315292,2.303756,0.680195,0.701659,1.628905,2.302929,2.316441,2.302815,1.021923,1.040575,1.622139,2.302927
251,,,2.313282,2.30366,0.679665,0.702979,1.625303,2.302926,2.313969,2.303572,1.030464,1.031925,1.617682,2.302924
252,,,2.313881,2.303724,0.68547,0.706832,1.621499,2.302923,2.304121,2.30391,1.009099,1.022152,1.618237,2.302921
253,,,2.312331,2.303983,0.684757,0.697103,1.617989,2.30292,2.314313,2.303115,1.044224,1.025188,1.612103,2.302918
254,,,2.314367,2.303743,0.695181,0.698321,1.615339,2.302917,2.316181,2.303728,1.063744,1.028387,1.60758,2.302915
255,,,2.313168,2.303502,0.689928,0.697616,1.611531,2.302914,2.320029,2.304379,1.012142,1.033186,1.606237,2.302912
256,,,2.314926,2.303508,0.679965,0.694841,1.608958,2.302911,2.315515,2.304533,1.005267,1.016641,1.601582,2.302909
257,,,2.313512,2.303866,0.684506,0.692595,1.605259,2.302908,2.309128,2.303415,1.017307,1.024805,1.599641,2.302906
258,,,2.312886,2.303768,0.690108,0.69348,1.603687,2.302905,2.310723,2.303632,1.066321,1.038727,1.599184,2.302903
259,,,2.313589,2.303675,0.693628,0.691413,1.600092,2.302902,2.307767,2.303274,1.006317,1.037341,1.593697,2.302901
260,,,2.313846,2.303789,0.687868,0.69067,1.597038,2.302899,2.319171,2.302885,1.020139,1.045928,1.590223,2.302898
261,,,2.314566,2.303575,0.68854,0.683241,1.594351,2.302897,2.324633,2.303334,1.030176,1.025451,1.58931,2.302895
262,,,2.314163,2.303953,0.692444,0.689121,1.592018,2.302894,2.309289,2.303207,1.025211,1.072698,1.5872,2.302892
263,,,2.31692,2.303577,0.682627,0.692439,1.58953,2.302891,2.310843,2.30362,1.010325,1.040418,1.58471,2.302889
264,,,2.313576,2.303946,0.684327,0.685919,1.587453,2.302888,2.316404,2.302845,1.003275,1.037639,1.583106,2.302886
265,,,2.31496,2.303678,0.698627,0.684145,1.584781,2.302885,2.312451,2.303326,1.019443,1.051892,1.579989,2.302883
266,,,2.314453,2.303759,0.683359,0.680324,1.582578,2.302882,2.316263,2.303482,1.045754,1.158401,1.575924,2.302881
267,,,2.312813,2.303925,0.688572,0.680725,1.579553,2.30288,2.306292,2.303035,1.04853,1.038263,1.57775,2.302878
268,,,2.313992,2.303757,0.691586,0.677041,1.577087,2.302877,2.311604,2.304058,1.058141,1.050415,1.571426,2.302875
269,,,2.314815,2.303569,0.677793,0.675433,1.575944,2.302874,2.310658,2.303567,1.065301,1.023763,1.569377,2.302872
270,,,2.315624,2.303778,0.684114,0.670892,1.573294,2.302871,2.309698,2.303318,1.009663,1.043295,1.570421,2.30287
271,,,2.314877,2.3041,0.681367,0.675547,1.571243,2.302869,2.31767,2.302921,1.059617,1.050727,1.565536,2.302867
272,,,2.315737,2.303815,0.691402,0.669464,1.569161,2.302866,2.316908,2.30376,1.015197,1.049212,1.564052,2.302864
273,,,2.312797,2.303723,0.678986,0.672414,1.566868,2.302863,2.315785,2.30348,1.015976,1.031591,1.56141,2.302862
274,,,2.313542,2.303441,0.692762,0.676734,1.564434,2.302861,2.316824,2.304104,1.007887,1.051083,1.563035,2.302859
275,,,2.313969,2.303752,0.678556,0.672266,1.563397,2.302858,2.307074,2.303874,1.051526,1.033896,1.558644,2.302856
276,,,2.314426,2.303786,0.686106,0.668281,1.561511,2.302855,2.311578,2.304478,1.051767,1.07539,1.556195,2.302854
277,,,2.314354,2.3038,0.674255,0.666476,1.560126,2.302853,2.321427,2.303766,1.013934,1.028274,1.554994,2.302851
278,,,2.312886,2.303646,0.688603,0.669024,1.556828,2.30285,2.30674,2.303768,1.03008,1.037494,1.551712,2.302849
279,,,2.312365,2.303672,0.694591,0.662292,1.555573,2.302848,2.312643,2.303657,1.060405,1.05467,1.553715,2.302846
280,,,2.313406,2.303845,0.684386,0.660139,1.552999,2.302845,2.307322,2.303153,1.002021,1.067658,1.548962,2.302844
281,,,2.313197,2.303815,0.68019,0.659328,1.551178,2.302843,2.314399,2.304018,1.048765,1.033876,1.565366,2.302841
282,,,2.3144,2.30367,0.682773,0.65758,1.549897,2.30284,2.324472,2.303453,1.022971,1.043219,1.547371,2.302839
283,,,2.314881,2.30364,0.678081,0.663133,1.548387,2.302838,2.316651,2.304124,1.081778,1.047383,1.544533,2.302836
284,,,2.313462,2.303909,0.686985,0.655253,1.548502,2.302835,2.312065,2.302992,1.019466,1.075425,1.543755,2.302834
285,,,2.313228,2.303758,0.682381,0.658243,1.544889,2.302833,2.311082,2.303792,1.049239,1.059383,1.54074,2.302831
286,,,2.314941,2.303803,0.675944,0.657984,1.543543,2.30283,2.310094,2.3032,1.039007,1.064298,1.538358,2.302829
287,,,2.315197,2.303712,0.688125,0.652197,1.541023,2.302828,2.315746,2.303945,1.027251,1.066814,1.54308,2.302826
288,,,2.313657,2.303491,0.685321,0.651974,1.540685,2.302825,2.308343,2.302772,1.012738,1.049993,1.535609,2.302824
289,,,2.312746,2.303699,0.676126,0.651485,1.538232,2.302823,2.313765,2.304142,1.014014,1.04263,1.535523,2.302822
290,,,2.313137,2.303662,0.682793,0.65373,1.53722,2.30282,2.317744,2.304003,1.024281,1.059431,1.537484,2.302819
291,,,2.313394,2.303654,0.683382,0.6456,1.535781,2.302818,2.319047,2.303651,1.026581,1.063417,1.534298,2.302817
292,,,2.313033,2.303763,0.679928,0.647623,1.534693,2.302816,2.310687,2.303675,1.032724,1.048139,1.530768,2.302815
293,,,2.314729,2.303688,0.681816,0.643412,1.532551,2.302813,2.314176,2.303596,1.022028,1.063511,1.52952,2.302812
294,,,2.312708,2.303906,0.6797,0.644575,1.530051,2.302811,2.315514,2.303216,1.044448,1.049665,1.529263,2.30281
295,,,2.314144,2.303518,0.681725,0.644503,1.52929,2.302809,2.318995,2.304265,1.004464,1.066576,1.525437,2.302808
296,,,2.312673,2.303783,0.687045,0.640549,1.528926,2.302806,2.316206,2.304323,1.016985,1.073129,1.523019,2.302805
297,,,2.313924,2.303812,0.676032,0.639729,1.525755,2.302804,2.315134,2.303604,1.024571,1.043401,1.52753,2.302803
298,,,2.31247,2.303878,0.675178,0.637097,1.524295,2.302802,2.318075,2.303855,1.012021,1.057667,1.521984,2.302801
299,,,2.313241,2.303935,0.669268,0.642492,1.522635,2.302799,2.331586,2.303118,1.030034,1.039111,1.518245,2.302798
300,,,2.312249,2.303908,0.675257,0.634979,1.520753,2.302797,2.307689,2.303061,1.066869,1.057172,1.52223,2.302796
301,,,2.31484,2.303964,0.683964,0.636443,1.519558,2.302795,2.307362,2.304217,1.032162,1.043204,1.515044,2.302794
302,,,2.312971,2.303632,0.676419,0.63181,1.518307,2.302793,2.316062,2.30435,1.030998,1.060969,1.514772,2.302792
303,,,2.313183,2.303647,0.687762,0.628288,1.516956,2.30279,2.312589,2.303096,1.011261,1.073793,1.514488,2.30279
304,,,2.314439,2.303713,0.67985,0.631502,1.516032,2.302788,2.310292,2.303344,1.024445,1.099099,1.511106,2.302787
305,,,2.312909,2.303509,0.668489,0.627818,1.515181,2.302786,2.314174,2.303449,1.050382,1.047893,1.510726,2.302785
306,,,2.312552,2.303856,0.674933,0.634615,1.512038,2.302784,2.326692,2.304032,1.048362,1.053739,1.509687,2.302783
307,,,2.313461,2.303553,0.682386,0.631671,1.512085,2.302782,2.308159,2.303319,1.016227,1.045461,1.516149,2.302781
308,,,2.312313,2.303819,0.671506,0.626748,1.509719,2.30278,2.309432,2.303169,1.024948,1.051348,1.507301,2.302779
309,,,2.313885,2.303454,0.675712,0.62518,1.508759,2.302777,2.309356,2.303,1.0003,1.071335,1.50604,2.302777
310,,,2.313559,2.303566,0.678825,0.626534,1.507216,2.302775,2.320747,2.304991,1.055263,1.093765,1.508706,2.302775
311,,,2.312745,2.303921,0.678006,0.630944,1.505466,2.302773,2.315452,2.30292,1.045305,1.100867,1.502142,2.302773
312,,,2.312583,2.303583,0.669492,0.624788,1.504058,2.302771,2.311065,2.302978,1.0408,1.081936,1.501983,2.30277
313,,,2.315157,2.303818,0.679751,0.623642,1.503146,2.302769,2.30891,2.303007,1.075039,1.057715,1.501914,2.302768
314,,,2.312077,2.303892,0.682627,0.625484,1.502001,2.302767,2.306916,2.304292,1.009939,1.061705,1.496663,2.302766
315,,,2.31391,2.303904,0.675155,0.621679,1.499274,2.302765,2.31316,2.303039,1.012579,1.081836,1.497583,2.302764
316,,,2.313759,2.303771,0.681428,0.614956,1.498547,2.302763,2.309036,2.303344,1.028142,1.118793,1.494585,2.302762
317,,,2.311195,2.303813,0.674053,0.621937,1.497854,2.302761,2.306329,2.303156,1.039473,1.0599,1.498533,2.30276
318,,,2.312524,2.303647,0.671833,0.62271,1.496526,2.302759,2.31166,2.303231,1.036659,1.062683,1.495454,2.302758
319,,,2.312653,2.303892,0.687204,0.618686,1.494236,2.302757,2.311489,2.303448,1.013934,1.073205,1.49344,2.302756
320,,,2.31449,2.303786,0.672852,0.617688,1.492993,2.302755,2.309341,2.303595,1.055722,1.078432,1.491271,2.302754
321,,,2.314292,2.303738,0.673955,0.61259,1.491266,2.302753,2.315633,2.303664,1.03373,1.075935,1.488812,2.302752
322,,,2.313089,2.303807,0.680059,0.615157,1.491878,2.302751,2.308979,2.304232,1.019819,1.060943,1.487307,2.302751
323,,,2.315309,2.303656,0.684322,0.61311,1.488972,2.302749,2.306775,2.303453,1.049475,1.094974,1.486917,2.302748
324,,,2.31439,2.303776,0.672704,0.61321,1.487929,2.302747,2.30604,2.303947,1.029266,1.059525,1.486708,2.302747
325,,,2.314027,2.303641,0.684755,0.619869,1.487944,2.302745,2.316155,2.303904,1.046802,1.066992,1.484508,2.302745
326,,,2.312998,2.303854,0.678505,0.611025,1.484737,2.302743,2.315834,2.303262,1.026354,1.057501,1.490331,2.302743
327,,,2.315412,2.303533,0.67325,0.604848,1.483797,2.302741,2.309506,2.304435,1.014509,1.0773,1.480083,2.302741
328,,,2.312433,2.303729,0.67749,0.609707,1.482438,2.302739,2.306977,2.30398,1.01502,1.088641,1.482052,2.302739
329,,,2.313119,2.303865,0.672114,0.614004,1.481494,2.302737,2.311497,2.303476,1.083204,1.067257,1.478464,2.302737
330,,,2.314449,2.303769,0.671293,0.60506,1.480985,2.302735,2.311076,2.303169,1.050161,1.05871,1.480875,2.302735
331,,,2.315058,2.303761,0.681965,0.606495,1.478717,2.302734,2.313352,2.303004,0.990956,1.064335,1.476348,2.302734
332,,,2.313903,2.303488,0.670082,0.606102,1.47638,2.302732,2.317241,2.303932,1.02706,1.076688,1.477821,2.302732
333,,,2.312103,2.303795,0.682845,0.60336,1.475841,2.30273,2.307387,2.304393,1.046501,1.057447,1.474655,2.30273
334,,,2.313216,2.303644,0.682972,0.595242,1.475015,2.302728,2.316789,2.302888,1.02485,1.07741,1.472683,2.302728
335,,,2.315967,2.303783,0.685286,0.599508,1.473579,2.302726,2.314095,2.304206,1.020633,1.066214,1.470663,2.302726
336,,,2.314563,2.303922,0.676138,0.598086,1.473271,2.302725,2.308787,2.304161,0.994462,1.093271,1.471377,2.302725
337,,,2.312462,2.303708,0.672682,0.602201,1.472145,2.302723,2.308969,2.302888,1.077501,1.07009,1.46916,2.302723
338,,,2.313391,2.303855,0.676916,0.597314,1.470768,2.302721,2.313252,2.303252,1.027345,1.066075,1.472822,2.302721
339,,,2.314322,2.304094,0.679008,0.595161,1.469488,2.302719,2.311605,2.303823,1.003641,1.096135,1.467204,2.302719
340,,,2.315311,2.303777,0.673542,0.599717,1.466938,2.302717,2.322817,2.303545,1.066316,1.071586,1.465625,2.302717
341,,,2.313884,2.303723,0.667111,0.599478,1.466355,2.302716,2.311764,2.30324,1.014647,1.10673,1.463095,2.302716
342,,,2.31443,2.303679,0.680561,0.597857,1.464618,2.302714,2.311051,2.303217,1.006625,1.062498,1.463831,2.302714
343,,,2.312388,2.303737,0.666199,0.588831,1.464688,2.302712,2.308265,2.303663,1.001404,1.068099,1.466483,2.302712
344,,,2.314179,2.303762,0.672991,0.596903,1.46357,2.30271,2.312039,2.303069,1.034034,1.089357,1.460319,2.302711
345,,,2.314538,2.303584,0.674107,0.589204,1.462107,2.302709,2.3115,2.303638,1.031113,1.103736,1.460212,2.302709
346,,,2.313095,2.303614,0.6666,0.590191,1.460033,2.302707,2.30646,2.303574,1.043852,1.088728,1.468331,2.302707
347,,,2.31282,2.303767,0.667061,0.587352,1.459814,2.302705,2.311187,2.304209,1.018064,1.066525,1.459799,2.302706
348,,,2.31335,2.303842,0.670546,0.587669,1.458258,2.302704,2.3128,2.304656,1.020744,1.101315,1.456509,2.302704
349,,,2.314393,2.303732,0.681807,0.591919,1.457235,2.302702,2.309162,2.303966,1.031442,1.104741,1.462459,2.302702
350,,,2.315241,2.304006,0.675449,0.584993,1.455189,2.3027,2.325883,2.303341,1.032412,1.066461,1.454487,2.302701
351,,,2.313411,2.303862,0.668097,0.582513,1.453823,2.302699,2.312822,2.303832,1.0358,1.100758,1.452987,2.302699
352,,,2.313967,2.303844,0.676329,0.584812,1.451708,2.302697,2.313169,2.303665,1.047098,1.085111,1.457323,2.302697
353,,,2.313829,2.303537,0.678216,0.587454,1.451698,2.302695,2.312994,2.303186,1.016182,1.069203,1.449461,2.302696
354,,,2.312656,2.303603,0.682745,0.586679,1.451872,2.302694,2.318646,2.303289,1.0244,1.074295,1.453614,2.302694
355,,,2.311884,2.30374,0.670867,0.584391,1.449866,2.302692,2.309267,2.304281,1.012967,1.082777,1.453998,2.302693
356,,,2.313238,2.30385,0.665579,0.583401,1.447206,2.302691,2.308741,2.303073,1.020619,1.099784,1.453967,2.302691
357,,,2.313524,2.303813,0.675251,0.581655,1.445849,2.302689,2.318823,2.303769,1.029318,1.091562,1.445,2.302689
358,,,2.313737,2.303764,0.677063,0.580093,1.446026,2.302687,2.313118,2.303331,1.030502,1.065396,1.445149,2.302688
359,,,2.312516,2.303779,0.673216,0.582108,1.443503,2.302686,2.306636,2.303377,1.007163,1.093643,1.448365,2.302686
360,,,2.313084,2.303682,0.668413,0.580148,1.443724,2.302684,2.314409,2.30346,1.044576,1.075205,1.44466,2.302685
361,,,2.313291,2.303515,0.673192,0.584721,1.442769,2.302683,2.306203,2.303252,1.013363,1.077601,1.444988,2.302683
362,,,2.31201,2.303661,0.678061,0.577592,1.442037,2.302681,2.309566,2.304192,1.011994,1.085085,1.440273,2.302682
363,,,2.313773,2.303618,0.668838,0.578622,1.439961,2.30268,2.313736,2.304112,1.00714,1.079958,1.444424,2.30268
364,,,2.31253,2.303816,0.670823,0.576298,1.439476,2.302678,2.311713,2.303846,0.995292,1.091072,1.440635,2.302679
365,,,2.313242,2.303741,0.676922,0.575674,1.43869,2.302677,2.31202,2.304157,1.0052,1.115223,1.442349,2.302677
366,,,2.314185,2.303689,0.673737,0.576716,1.436226,2.302675,2.313825,2.303989,1.001908,1.095664,1.438001,2.302676
367,,,2.313075,2.303501,0.664713,0.574746,1.434193,2.302673,2.307387,2.30352,1.081564,1.075317,1.435907,2.302674
368,,,2.312856,2.303666,0.671718,0.572976,1.43337,2.302672,2.310758,2.303444,1.020819,1.069813,1.434529,2.302673
369,,,2.313498,2.303717,0.674269,0.572122,1.434402,2.302671,2.310277,2.303555,1.009698,1.095008,1.438175,2.302671
370,,,2.31287,2.303628,0.668114,0.573298,1.431755,2.302669,2.311222,2.30331,1.027483,1.08429,1.433453,2.30267
371,,,2.313536,2.303667,0.666632,0.56873,1.43163,2.302668,2.32149,2.303541,1.0669,1.089246,1.43367,2.302668
372,,,2.314393,2.303909,0.676542,0.568646,1.430225,2.302666,2.311341,2.302784,1.016431,1.097793,1.432697,2.302667
373,,,2.316845,2.303572,0.678813,0.567774,1.428044,2.302665,2.316489,2.304435,1.017234,1.092428,1.430723,2.302666
374,,,2.312659,2.303697,0.668779,0.569868,1.427741,2.302663,2.307122,2.303063,0.992987,1.08085,1.429152,2.302664
375,,,2.312033,2.303514,0.672719,0.563435,1.427553,2.302662,2.321763,2.303415,1.018196,1.083132,1.433057,2.302663
376,,,2.316024,2.303843,0.663416,0.568231,1.426039,2.30266,2.327103,2.303311,1.011094,1.080157,1.431218,2.302661
377,,,2.314284,2.303748,0.660101,0.566903,1.423398,2.302659,2.310785,2.303005,1.035718,1.086222,1.429351,2.30266
378,,,2.313192,2.303908,0.676915,0.566627,1.423422,2.302658,2.320139,2.303242,0.999298,1.081922,1.429046,2.302658
379,,,2.312887,2.3037,0.667813,0.570195,1.42232,2.302656,2.309109,2.303145,0.989251,1.128766,1.424525,2.302657
380,,,2.311424,2.303599,0.671084,0.569299,1.421394,2.302655,2.327452,2.303288,1.027949,1.095552,1.423537,2.302656
381,,,2.314942,2.30362,0.665089,0.558567,1.42185,2.302653,2.309442,2.303151,1.044119,1.08416,1.421826,2.302654
382,,,2.315651,2.303753,0.66988,0.562422,1.421577,2.302652,2.315361,2.303258,1.01892,1.097248,1.424522,2.302653
383,,,2.314217,2.303891,0.683649,0.566298,1.418242,2.302651,2.30634,2.30396,1.006904,1.094192,1.425795,2.302652
384,,,2.315871,2.304022,0.672065,0.572697,1.418344,2.302649,2.314499,2.303217,1.068025,1.10507,1.427482,2.30265
385,,,2.314714,2.303763,0.674105,0.558344,1.417485,2.302648,2.309018,2.303518,1.013466,1.099025,1.418512,2.302649
386,,,2.314223,2.303731,0.674028,0.562653,1.414245,2.302647,2.315848,2.303829,1.006373,1.073972,1.416183,2.302648
387,,,2.312892,2.303833,0.663828,0.557667,1.41322,2.302645,2.30681,2.302955,1.009507,1.088033,1.417667,2.302646
388,,,2.312859,2.303555,0.680514,0.562528,1.412964,2.302644,2.312145,2.303481,1.011787,1.118061,1.419358,2.302645
389,,,2.314833,2.303464,0.65958,0.560928,1.412315,2.302643,2.318196,2.304462,1.026796,1.088369,1.424486,2.302644
390,,,2.312787,2.304065,0.675996,0.556416,1.411924,2.302641,2.328618,2.303145,1.01631,1.093214,1.41771,2.302642
391,,,2.311865,2.30386,0.665652,0.554289,1.410267,2.30264,2.313116,2.303785,1.098819,1.099715,1.419029,2.302641
392,,,2.312343,2.303691,0.667199,0.556111,1.408374,2.302639,2.305923,2.303463,1.032573,1.086281,1.411593,2.30264
393,,,2.313813,2.303635,0.664984,0.556668,1.408903,2.302637,2.307925,2.303096,1.043226,1.076848,1.416365,2.302638
394,,,2.312134,2.303596,0.662533,0.553481,1.407568,2.302636,2.308396,2.30283,1.078746,1.090548,1.413194,2.302637
395,,,2.312854,2.303495,0.662401,0.554917,1.407244,2.302635,2.321278,2.302896,1.030244,1.077295,1.416169,2.302636
396,,,2.313284,2.303647,0.665581,0.552548,1.406089,2.302634,2.313657,2.3028,1.012043,1.099344,1.407781,2.302635
397,,,2.312972,2.303883,0.663932,0.548973,1.404014,2.302632,2.307718,2.302893,1.035144,1.094755,1.408683,2.302633
398,,,2.312773,2.303604,0.664587,0.555284,1.402756,2.302631,2.310299,2.30333,1.043669,1.074165,1.406946,2.302632
399,,,2.314797,2.303728,0.67296,0.551317,1.402162,2.30263,2.310268,2.303404,1.007104,1.114374,1.407344,2.302631
400,,,2.314125,2.303709,0.66233,0.550649,1.403622,2.302628,2.313005,2.303576,1.011519,1.096684,1.40606,2.30263
401,,,2.316726,2.303787,0.657987,0.549453,1.401801,2.302627,2.310253,2.303228,1.053237,1.091117,1.40751,2.302628
402,,,2.313793,2.303517,0.685233,0.55053,1.400727,2.302626,2.321503,2.303314,1.036718,1.116221,1.402062,2.302627
403,,,2.314404,2.303827,0.685922,0.546996,1.39994,2.302625,2.312566,2.303514,1.067843,1.107412,1.414179,2.302626
404,,,2.313466,2.303687,0.679724,0.547927,1.39803,2.302624,2.316682,2.303358,1.03493,1.127477,1.402607,2.302625
405,,,2.313365,2.303604,0.665586,0.543252,1.396077,2.302622,2.31532,2.303379,0.998771,1.11289,1.39981,2.302624
406,,,2.313649,2.303716,0.679332,0.541188,1.396354,2.302621,2.313958,2.303683,1.011845,1.091508,1.399599,2.302622
407,,,2.312452,2.303625,0.669481,0.54419,1.393816,2.30262,2.311486,2.304296,1.006967,1.106126,1.402958,2.302621
408,,,2.313777,2.303763,0.664648,0.541802,1.394868,2.302619,2.321318,2.303483,1.041253,1.114258,1.400847,2.30262
409,,,2.314624,2.303721,0.675646,0.543632,1.393726,2.302618,2.306484,2.304228,0.990172,1.117104,1.4003,2.302619
410,,,2.314391,2.303641,0.663944,0.545513,1.393812,2.302616,2.310858,2.303016,1.038846,1.113489,1.396392,2.302618
411,,,2.314749,2.303788,0.664752,0.54124,1.391393,2.302615,2.315859,2.303477,1.021017,1.104301,1.404226,2.302617
412,,,2.313872,2.303998,0.674967,0.544398,1.390874,2.302614,2.314406,2.303231,1.02677,1.097872,1.395929,2.302615
413,,,2.311477,2.303748,0.667768,0.548312,1.390541,2.302613,2.322999,2.303055,1.077518,1.110365,1.397755,2.302614
414,,,2.313818,2.303784,0.671119,0.539203,1.389908,2.302612,2.310876,2.302996,1.024059,1.105593,1.394619,2.302613
415,,,2.314469,2.303677,0.664313,0.541199,1.387813,2.302611,2.309603,2.303046,1.008825,1.129428,1.396176,2.302612
416,,,2.31389,2.303565,0.672669,0.538249,1.388131,2.30261,2.315599,2.303285,1.045736,1.124963,1.395541,2.302611
417,,,2.315011,2.303884,0.66673,0.540927,1.387526,2.302608,2.312454,2.303445,1.028418,1.109703,1.392305,2.30261
418,,,2.313216,2.303786,0.666993,0.543787,1.385354,2.302607,2.311821,2.303956,1.034142,1.089195,1.39413,2.302609
419,,,2.315142,2.303832,0.666503,0.543179,1.384056,2.302606,2.311464,2.303798,1.006611,1.133281,1.389487,2.302608
420,,,2.3128,2.303818,0.684017,0.536796,1.383333,2.302605,2.316671,2.304207,1.047274,1.095212,1.388246,2.302606
421,,,2.313817,2.303778,0.667839,0.53899,1.382927,2.302604,2.315208,2.303186,1.02673,1.097694,1.39,2.302605
422,,,2.312869,2.303809,0.659032,0.536521,1.383103,2.302603,2.316233,2.30317,1.011876,1.124612,1.38808,2.302604
423,,,2.314979,2.303928,0.671859,0.534997,1.381513,2.302602,2.313998,2.302761,1.01472,1.109337,1.389834,2.302603
