epoch,train_lr_10,train_lr_5,train_lr_1,train_lr_0.1,train_lr_0.01,train_lr_0.001,train_lr_0.0001,train_lr_0.00001,val_lr_1,val_lr_0.1,val_lr_0.01,val_lr_0.001,val_lr_0.0001,val_lr_0.00001
424,,,2.314352,2.303701,0.659922,0.537704,1.380394,2.302601,2.309094,2.303588,1.019156,1.099889,1.388857,2.302602
425,,,2.314221,2.303734,0.675769,0.535411,1.378502,2.302599,2.31533,2.303903,1.017486,1.097094,1.388546,2.302601
426,,,2.313113,2.303947,0.66839,0.540168,1.379739,2.302598,2.320184,2.302706,1.0262,1.118238,1.39365,2.3026
427,,,2.313736,2.303675,0.667039,0.532277,1.37938,2.302597,2.313556,2.303493,1.044547,1.121737,1.381488,2.302599
428,,,2.312414,2.303908,0.65925,0.531473,1.377938,2.302596,2.317272,2.303386,1.010151,1.115647,1.387786,2.302598
429,,,2.313939,2.303642,0.670816,0.534569,1.378123,2.302595,2.308562,2.303766,1.086079,1.129284,1.382107,2.302597
430,,,2.312195,2.303642,0.668847,0.528593,1.375182,2.302594,2.308818,2.303679,1.030177,1.123774,1.385278,2.302596
431,,,2.313003,2.303807,0.671194,0.540727,1.373895,2.302593,2.316159,2.303586,0.998149,1.106196,1.388775,2.302595
432,,,2.313541,2.303985,0.649636,0.531393,1.372912,2.302592,2.311427,2.303227,1.009366,1.114381,1.378988,2.302594
433,,,2.312958,2.303815,0.661331,0.532021,1.372499,2.302591,2.319168,2.30366,1.036913,1.115741,1.382236,2.302593
434,,,2.315319,2.303838,0.662459,0.528096,1.372987,2.30259,2.309237,2.304002,1.052816,1.092186,1.377694,2.302592
435,,,2.314684,2.303696,0.667551,0.530728,1.370616,2.302589,2.318226,2.303453,1.018883,1.114359,1.378798,2.302591
436,,,2.313787,2.303642,0.665849,0.521431,1.373799,2.302588,2.309906,2.303266,1.032591,1.107503,1.391618,2.302589
437,,,2.313477,2.303843,0.669517,0.525797,1.368241,2.302587,2.317058,2.303241,1.083083,1.098707,1.379002,2.302589
438,,,2.316275,2.303489,0.672952,0.528039,1.368523,2.302586,2.31042,2.302881,1.001303,1.118772,1.374624,2.302588
439,,,2.314809,2.303754,0.663249,0.5317,1.367218,2.302585,2.310952,2.303079,0.980725,1.131163,1.37546,2.302587
440,,,2.31287,2.303758,0.660846,0.533685,1.367985,2.302584,2.309765,2.30441,1.043969,1.111497,1.374968,2.302585
441,,,2.315107,2.30398,0.659043,0.534192,1.364571,2.302583,2.312901,2.30294,1.053975,1.137605,1.378069,2.302585
442,,,2.315193,2.303715,0.680868,0.523838,1.365674,2.302582,2.317044,2.303212,0.998087,1.136391,1.374909,2.302584
443,,,2.314059,2.303666,0.677953,0.525528,1.364543,2.302581,2.310475,2.304002,1.008596,1.109114,1.387995,2.302583
444,,,2.312339,2.303624,0.662538,0.51986,1.363853,2.30258,2.316761,2.303183,0.999968,1.112382,1.374711,2.302582
445,,,2.313849,2.304252,0.665764,0.527246,1.362305,2.302579,2.304127,2.303477,0.997973,1.105267,1.373255,2.302581
446,,,2.312428,2.303596,0.662615,0.525824,1.360884,2.302578,2.306832,2.303081,1.004929,1.098749,1.373402,2.30258
447,,,2.313181,2.303773,0.659036,0.520183,1.361565,2.302577,2.321091,2.303733,1.050294,1.10222,1.369277,2.302579
448,,,2.313971,2.303673,0.663225,0.524493,1.3608,2.302576,2.319397,2.304257,1.03093,1.134583,1.374891,2.302578
449,,,2.311556,2.303878,0.664637,0.523718,1.359031,2.302575,2.310322,2.303641,1.029474,1.115091,1.367997,2.302577
450,,,2.313867,2.303608,0.668586,0.52168,1.358012,2.302574,2.316841,2.302979,1.026563,1.109706,1.373631,2.302576
451,,,2.315653,2.30376,0.660064,0.517294,1.359007,2.302573,2.307066,2.303488,1.022531,1.1808,1.379562,2.302575
452,,,2.313742,2.303718,0.668843,0.531938,1.356743,2.302572,2.307105,2.303178,1.009276,1.138054,1.371017,2.302574
453,,,2.312954,2.303574,0.66311,0.530145,1.356677,2.302571,2.309631,2.303743,1.03665,1.13521,1.373059,2.302573
454,,,2.314755,2.303862,0.663648,0.519483,1.35776,2.30257,2.307694,2.303368,1.0188,1.111678,1.367343,2.302572
455,,,2.316017,2.303807,0.667703,0.516072,1.353403,2.302569,2.307392,2.303181,1.020702,1.195575,1.363366,2.302571
456,,,2.313161,2.303683,0.664183,0.516692,1.35453,2.302569,2.30626,2.303635,1.046909,1.124747,1.369169,2.30257
457,,,2.314507,2.304185,0.6666,0.512077,1.352064,2.302568,2.311758,2.303268,1.029328,1.13423,1.366263,2.302569
458,,,2.312232,2.303615,0.666643,0.519807,1.352786,2.302567,2.306837,2.303313,1.022318,1.145198,1.364707,2.302569
459,,,2.315284,2.303606,0.674269,0.519564,1.351752,2.302566,2.310051,2.30443,1.030657,1.126564,1.367416,2.302568
460,,,2.313186,2.303718,0.666934,0.516268,1.349988,2.302565,2.309831,2.303323,1.05324,1.133007,1.365723,2.302567
461,,,2.311042,2.303896,0.675575,0.519685,1.35038,2.302564,2.312202,2.303041,1.03691,1.155847,1.360203,2.302566
462,,,2.31399,2.303606,0.670952,0.512649,1.34884,2.302563,2.322691,2.304046,1.051494,1.115989,1.359839,2.302565
463,,,2.312944,2.303606,0.664148,0.519817,1.347823,2.302562,2.313782,2.303546,1.000153,1.132516,1.366453,2.302564
464,,,2.314374,2.30372,0.658799,0.51584,1.349702,2.302561,2.306375,2.303957,1.044721,1.126569,1.359369,2.302563
465,,,2.312338,2.30383,0.667812,0.512206,1.347554,2.30256,2.308142,2.303847,1.041869,1.136608,1.360436,2.302562
466,,,2.313156,2.303786,0.665552,0.518313,1.346221,2.30256,2.308628,2.303489,1.033672,1.122148,1.357146,2.302561
467,,,2.316258,2.3035,0.667589,0.507839,1.344975,2.302559,2.310786,2.303987,0.997573,1.157276,1.358281,2.302561
468,,,2.314397,2.303703,0.660487,0.514717,1.345317,2.302558,2.314147,2.303594,1.033444,1.124698,1.356289,2.30256
469,,,2.312151,2.303813,0.667828,0.515334,1.344502,2.302557,2.309017,2.303239,1.045999,1.127239,1.366625,2.302559
470,,,2.312749,2.3036,0.669795,0.51455,1.343595,2.302556,2.31865,2.302928,1.018594,1.138438,1.353448,2.302558
471,,,2.312913,2.303877,0.666413,0.513621,1.342916,2.302555,2.309387,2.303457,1.030787,1.124682,1.354911,2.302557
472,,,2.31588,2.303783,0.661556,0.508534,1.341021,2.302554,2.314724,2.303105,0.994198,1.134023,1.356816,2.302556
473,,,2.315895,2.303591,0.667178,0.517075,1.340994,2.302553,2.321963,2.303215,1.057405,1.125593,1.353131,2.302555
474,,,2.315955,2.303553,0.673776,0.514559,1.340104,2.302553,2.309731,2.303022,0.991137,1.122976,1.352864,2.302555
475,,,2.312686,2.303869,0.661452,0.507889,1.340165,2.302552,2.316406,2.30437,1.00697,1.13434,1.352629,2.302554
476,,,2.314351,2.303745,0.661268,0.514163,1.337565,2.302551,2.320098,2.303737,1.0043,1.130078,1.350236,2.302553
477,,,2.312948,2.30396,0.670026,0.503222,1.336876,2.30255,2.310822,2.303061,1.026074,1.135823,1.353077,2.302552
478,,,2.312657,2.30369,0.667677,0.506575,1.33653,2.302549,2.31158,2.303387,1.03682,1.124633,1.349455,2.302551
479,,,2.311915,2.303577,0.668999,0.503885,1.335134,2.302548,2.313973,2.304402,1.041469,1.145717,1.352257,2.302551
480,,,2.314265,2.303618,0.666245,0.506081,1.334305,2.302548,2.316105,2.304529,1.027201,1.156127,1.347905,2.30255
481,,,2.315774,2.303824,0.660696,0.506729,1.33393,2.302547,2.30892,2.303147,1.066304,1.161449,1.346815,2.302549
482,,,2.315351,2.303666,0.661202,0.512252,1.332575,2.302546,2.309375,2.30356,1.002494,1.124122,1.348583,2.302548
483,,,2.313115,2.303733,0.662155,0.509711,1.331588,2.302545,2.310333,2.303359,1.01869,1.172364,1.347786,2.302547
484,,,2.313693,2.30361,0.657351,0.510394,1.331699,2.302544,2.313298,2.304274,1.061729,1.138486,1.354822,2.302546
485,,,2.312078,2.303783,0.672241,0.508056,1.332185,2.302544,2.308007,2.303229,1.013883,1.144557,1.345675,2.302546
486,,,2.31178,2.303754,0.666736,0.512811,1.331773,2.302543,2.313354,2.303206,1.052354,1.14469,1.350892,2.302545
487,,,2.314467,2.303502,0.664227,0.505252,1.331746,2.302542,2.308522,2.302962,1.040115,1.131707,1.343309,2.302544
488,,,2.312479,2.30366,0.684838,0.505466,1.330322,2.302541,2.312528,2.303417,1.026229,1.134076,1.354593,2.302543
489,,,2.314245,2.303865,0.670556,0.497331,1.328615,2.30254,2.311485,2.303248,1.0508,1.136718,1.347072,2.302542
490,,,2.31357,2.303987,0.667206,0.508891,1.326789,2.30254,2.31076,2.303483,1.051846,1.142494,1.344821,2.302542
491,,,2.31388,2.30364,0.668528,0.510859,1.327627,2.302539,2.307078,2.30328,1.001301,1.162906,1.34488,2.302541
492,,,2.313349,2.303564,0.660104,0.504854,1.325904,2.302538,2.31314,2.303511,1.028918,1.124899,1.348358,2.30254
493,,,2.314727,2.303595,0.665665,0.500115,1.326313,2.302537,2.320998,2.303127,1.03425,1.194492,1.342288,2.302539
494,,,2.312861,2.303904,0.663345,0.503408,1.324465,2.302536,2.312323,2.303403,1.027901,1.136879,1.345172,2.302539
495,,,2.313557,2.303704,0.660809,0.49468,1.323703,2.302536,2.313587,2.303886,1.033037,1.127779,1.339353,2.302538
496,,,2.312676,2.30359,0.664249,0.50309,1.323103,2.302535,2.32729,2.303592,1.005974,1.204464,1.34715,2.302537
497,,,2.314197,2.30382,0.653644,0.505248,1.322551,2.302534,2.311743,2.303287,1.003436,1.121898,1.337116,2.302536
498,,,2.313138,2.303772,0.662473,0.498981,1.320325,2.302533,2.312604,2.303458,1.061831,1.125772,1.343843,2.302536
499,,,2.312344,2.303694,0.676099,0.502751,1.32207,2.302533,2.313279,2.30332,1.015577,1.134955,1.346336,2.302535
500,,,2.313168,2.3039,0.651224,0.499573,1.320072,2.302532,2.318548,2.302858,1.051977,1.120553,1.34353,2.302534
501,,,2.312288,2.303832,0.671593,0.498136,1.319216,2.302531,2.304928,2.30386,1.009668,1.168309,1.334444,2.302533
502,,,2.314423,2.303594,0.672934,0.496822,1.318607,2.30253,2.312321,2.303215,1.015776,1.145307,1.33948,2.302533
503,,,2.313429,2.303669,0.665001,0.505662,1.318241,2.30253,2.321529,2.303644,1.046116,1.176232,1.335491,2.302532
504,,,2.313452,2.304297,0.665349,0.501898,1.317174,2.302529,2.306475,2.303806,0.989049,1.126249,1.341775,2.302531
505,,,2.313055,2.303671,0.660979,0.496854,1.317015,2.302528,2.314226,2.303901,1.014807,1.139113,1.33134,2.30253
506,,,2.314475,2.303621,0.658013,0.495594,1.31614,2.302527,2.308693,2.30316,1.036822,1.149087,1.346556,2.30253
507,,,2.316123,2.303825,0.666372,0.500728,1.316292,2.302527,2.31005,2.304437,1.003941,1.131329,1.335121,2.302529
508,,,2.313139,2.303771,0.659809,0.495246,1.314158,2.302526,2.319619,2.303802,1.004549,1.17295,1.33178,2.302528
509,,,2.312626,2.303741,0.669206,0.490599,1.314712,2.302525,2.307874,2.304112,1.012951,1.150042,1.330096,2.302528
510,,,2.313924,2.303719,0.652648,0.496894,1.313527,2.302524,2.308111,2.303998,1.029524,1.146587,1.33398,2.302527
511,,,2.314757,2.303916,0.665568,0.500314,1.31258,2.302524,2.308481,2.303805,1.02452,1.13429,1.329214,2.302526
512,,,2.314455,2.303459,0.675317,0.487125,1.31112,2.302523,2.311234,2.304557,1.074647,1.150093,1.334387,2.302525
513,,,2.313505,2.304029,0.658891,0.494391,1.311441,2.302522,2.307502,2.302998,1.008027,1.163286,1.340498,2.302525
514,,,2.312802,2.303834,0.661571,0.494253,1.311625,2.302522,2.328211,2.303306,0.999197,1.140349,1.332956,2.302524
515,,,2.313151,2.30361,0.656026,0.496168,1.309466,2.302521,2.318469,2.304522,0.982302,1.165251,1.335617,2.302523
516,,,2.313034,2.303849,0.65911,0.494104,1.310281,2.30252,2.316228,2.30313,1.002526,1.143946,1.337515,2.302523
517,,,2.31255,2.303826,0.662784,0.492466,1.307871,2.302519,2.308474,2.302994,1.01753,1.224348,1.326319,2.302522
518,,,2.312425,2.303749,0.669511,0.493049,1.307381,2.302519,2.305174,2.303423,1.019958,1.147264,1.326544,2.302521
519,,,2.312242,2.303778,0.655743,0.482838,1.306524,2.302518,2.309965,2.303525,1.067363,1.145479,1.332826,2.302521
520,,,2.315026,2.303595,0.670019,0.483518,1.305376,2.302517,2.322624,2.303531,1.049273,1.140198,1.32797,2.30252
521,,,2.312432,2.30364,0.66148,0.493054,1.30547,2.302517,2.310579,2.303471,1.001392,1.137715,1.322685,2.302519
522,,,2.313224,2.303749,0.665672,0.488129,1.305332,2.302516,2.320645,2.303601,1.035715,1.169395,1.323889,2.302519
523,,,2.315153,2.303759,0.662391,0.483997,1.303781,2.302515,2.30823,2.303827,1.028057,1.131253,1.323141,2.302518
524,,,2.312964,2.303782,0.663139,0.486654,1.303733,2.302515,2.31102,2.303413,1.032528,1.167348,1.323324,2.302517
525,,,2.313198,2.303813,0.659461,0.488502,1.301831,2.302514,2.311434,2.304106,1.039822,1.154818,1.323493,2.302517
526,,,2.312926,2.303699,0.663594,0.488817,1.301971,2.302513,2.317222,2.302944,0.99819,1.142046,1.328831,2.302516
527,,,2.313697,2.303891,0.667723,0.478276,1.301149,2.302513,2.31068,2.303823,1.013966,1.138085,1.319201,2.302515
528,,,2.312993,2.303853,0.667392,0.486526,1.30075,2.302512,2.314227,2.304044,1.013029,1.14433,1.334441,2.302515
529,,,2.313955,2.303769,0.668437,0.489059,1.299238,2.302511,2.311128,2.304064,1.002182,1.164193,1.317629,2.302514
530,,,2.31454,2.303629,0.658854,0.487631,1.299301,2.302511,2.327571,2.30372,1.016937,1.139824,1.319766,2.302513
531,,,2.315685,2.303415,0.667221,0.48113,1.297862,2.30251,2.321367,2.303328,1.02727,1.160698,1.32168,2.302513
532,,,2.316332,2.303696,0.662482,0.481596,1.297055,2.302509,2.32612,2.303508,1.042805,1.141141,1.3192,2.302512
533,,,2.31463,2.303597,0.659704,0.481901,1.297475,2.302509,2.319407,2.303563,1.034803,1.158517,1.319589,2.302511
534,,,2.313905,2.303998,0.669539,0.486672,1.297116,2.302508,2.310513,2.303332,0.986531,1.142903,1.314446,2.302511
535,,,2.313342,2.303579,0.66584,0.480407,1.295687,2.302507,2.309154,2.303099,0.997988,1.133565,1.323454,2.30251
536,,,2.313961,2.303676,0.65671,0.480844,1.29519,2.302507,2.315462,2.30307,1.034939,1.157622,1.31853,2.302509
537,,,2.313972,2.303839,0.66736,0.48408,1.293837,2.302506,2.319631,2.303637,1.011798,1.145984,1.313643,2.302509
538,,,2.315283,2.303739,0.668753,0.485081,1.293452,2.302505,2.306666,2.303582,1.040778,1.182096,1.313959,2.302508
539,,,2.313581,2.30379,0.658189,0.487232,1.293383,2.302505,2.309136,2.303446,1.018179,1.141845,1.322253,2.302508
540,,,2.312245,2.303572,0.661086,0.477851,1.293393,2.302504,2.314216,2.303353,1.08058,1.176966,1.315617,2.302507
541,,,2.313312,2.303808,0.66325,0.480462,1.290703,2.302503,2.306192,2.303267,1.004195,1.158049,1.311828,2.302506
542,,,2.313942,2.30376,0.672088,0.480053,1.29101,2.302503,2.321686,2.303689,1.002467,1.182489,1.318627,2.302506
543,,,2.312552,2.303558,0.663876,0.482581,1.290314,2.302502,2.311253,2.303567,1.044704,1.172719,1.320675,2.302505
544,,,2.316275,2.303691,0.664542,0.477426,1.289618,2.302501,2.314916,2.303943,1.018716,1.15708,1.312469,2.302504
545,,,2.3145,2.303832,0.658975,0.483418,1.288532,2.302501,2.314355,2.303388,0.99051,1.170428,1.311606,2.302504
546,,,2.314521,2.303712,0.651364,0.47241,1.286622,2.3025,2.318688,2.303127,1.0431,1.153198,1.311575,2.302503
547,,,2.313438,2.303693,0.671164,0.487423,1.288835,2.302499,2.327929,2.30446,1.065615,1.175252,1.317457,2.302503
548,,,2.313094,2.303838,0.6499,0.479405,1.285812,2.302499,2.31185,2.303106,1.008866,1.159872,1.309459,2.302502
549,,,2.311532,2.30401,0.662549,0.475943,1.285463,2.302498,2.30634,2.303186,1.006416,1.164422,1.309623,2.302501
550,,,2.315258,2.303844,0.659399,0.483216,1.285183,2.302498,2.310079,2.303432,1.012546,1.152911,1.32033,2.302501
551,,,2.312091,2.303708,0.664954,0.479556,1.284848,2.302497,2.311676,2.303097,1.019252,1.144875,1.309362,2.3025
552,,,2.313003,2.303905,0.66352,0.469178,1.284113,2.302496,2.309007,2.304884,1.024057,1.157086,1.303436,2.302499
553,,,2.313427,2.303669,0.655436,0.475556,1.282219,2.302496,2.323133,2.30335,1.068126,1.142209,1.308336,2.302499
554,,,2.313412,2.30349,0.656558,0.476306,1.282938,2.302495,2.313117,2.304777,1.001437,1.15164,1.304239,2.302498
555,,,2.31442,2.303887,0.668793,0.472773,1.28231,2.302494,2.314248,2.303482,1.020553,1.149794,1.312528,2.302498
556,,,2.313352,2.303666,0.667935,0.472964,1.281891,2.302494,2.306044,2.303616,1.079049,1.164168,1.311945,2.302497
557,,,2.312504,2.304071,0.663087,0.473937,1.280611,2.302493,2.312791,2.303552,1.002047,1.171579,1.309524,2.302497
558,,,2.313667,2.303603,0.660164,0.479482,1.280325,2.302493,2.319779,2.30293,1.052955,1.157878,1.312996,2.302496
559,,,2.314719,2.303694,0.660144,0.476117,1.279664,2.302492,2.309383,2.303554,1.009,1.191501,1.302975,2.302495
560,,,2.313051,2.303655,0.660371,0.477042,1.278863,2.302491,2.311763,2.303317,1.061619,1.170011,1.303777,2.302495
561,,,2.313554,2.303587,0.659329,0.470891,1.278595,2.302491,2.316958,2.303661,1.020419,1.162249,1.323887,2.302494
562,,,2.312296,2.303572,0.667197,0.474187,1.27839,2.30249,2.314538,2.303385,1.007559,1.196569,1.302394,2.302494
563,,,2.315636,2.303713,0.660171,0.473087,1.276823,2.30249,2.323821,2.303315,1.048711,1.161398,1.303727,2.302493
564,,,2.313472,2.303558,0.664445,0.468302,1.275071,2.302489,2.311933,2.303818,1.050755,1.144596,1.310966,2.302492
565,,,2.312986,2.303583,0.6601,0.470802,1.273906,2.302488,2.311014,2.303753,1.009005,1.214957,1.297552,2.302492
566,,,2.313704,2.303744,0.66094,0.467022,1.274995,2.302488,2.3195,2.30308,1.04557,1.167432,1.311985,2.302491
567,,,2.312587,2.303847,0.658248,0.467241,1.273956,2.302487,2.312781,2.303467,1.033265,1.167169,1.300179,2.302491
568,,,2.312488,2.303753,0.655381,0.479702,1.272906,2.302487,2.313531,2.303006,1.015624,1.169178,1.296376,2.30249
569,,,2.313378,2.303949,0.663778,0.469141,1.272328,2.302486,2.31453,2.303867,1.03724,1.152263,1.298903,2.30249
570,,,2.314205,2.304169,0.656582,0.471699,1.273966,2.302486,2.309338,2.30311,1.019566,1.1634,1.304043,2.302489
571,,,2.312855,2.303987,0.661683,0.466856,1.270896,2.302485,2.309102,2.303865,1.002489,1.185177,1.304975,2.302488
572,,,2.31592,2.303887,0.657335,0.468333,1.270125,2.302484,2.305865,2.303283,1.047192,1.15136,1.293169,2.302488
573,,,2.312774,2.303777,0.659012,0.467123,1.268152,2.302484,2.31254,2.304418,1.011085,1.147613,1.298648,2.302487
574,,,2.312301,2.303764,0.663461,0.467816,1.268499,2.302483,2.306041,2.30345,1.032828,1.184968,1.293108,2.302487
575,,,2.31432,2.303747,0.651803,0.46473,1.268359,2.302483,2.316879,2.303424,1.045265,1.166053,1.293246,2.302486
576,,,2.313682,2.303833,0.66424,0.46555,1.267228,2.302482,2.327948,2.303676,1.031636,1.18476,1.300931,2.302486
577,,,2.315291,2.303483,0.654565,0.467409,1.26823,2.302482,2.313484,2.304247,1.031772,1.164049,1.30096,2.302485
578,,,2.311794,2.303867,0.66761,0.465351,1.265573,2.302481,2.314549,2.303064,1.076133,1.154548,1.295629,2.302485
579,,,2.312867,2.303819,0.656668,0.468433,1.264876,2.30248,2.312399,2.303704,1.042348,1.173708,1.291681,2.302484
580,,,2.312951,2.30378,0.663055,0.467292,1.265325,2.30248,2.31142,2.303442,0.991718,1.168171,1.296121,2.302484
581,,,2.316192,2.303629,0.662591,0.472862,1.265005,2.302479,2.314081,2.303029,1.063634,1.199783,1.293095,2.302483
582,,,2.314444,2.303576,0.664607,0.462271,1.262517,2.302479,2.310097,2.303035,1.019544,1.167342,1.300436,2.302482
583,,,2.312481,2.303841,0.666443,0.464218,1.26283,2.302478,2.308546,2.303117,1.046292,1.199474,1.290639,2.302482
584,,,2.312307,2.30388,0.657433,0.464648,1.260902,2.302478,2.311352,2.302829,1.042875,1.191235,1.289038,2.302481
585,,,2.313656,2.303659,0.651213,0.464827,1.260827,2.302477,2.314325,2.304066,1.012122,1.167703,1.295812,2.302481
586,,,2.313626,2.303849,0.659581,0.462613,1.258951,2.302477,2.3113,2.302946,1.054389,1.151747,1.294993,2.30248
587,,,2.31247,2.303558,0.661878,0.466006,1.260654,2.302476,2.322885,2.30367,1.050877,1.168336,1.289699,2.30248
588,,,2.314227,2.303669,0.656011,0.466611,1.259676,2.302476,2.313903,2.303573,1.028775,1.165188,1.29858,2.302479
589,,,2.316833,2.303864,0.662377,0.462817,1.258495,2.302475,2.315671,2.302995,1.047508,1.178356,1.288511,2.302479
590,,,2.314208,2.303599,0.667679,0.456164,1.258055,2.302474,2.311036,2.303577,1.049816,1.175118,1.292966,2.302478
591,,,2.313987,2.303482,0.658282,0.463653,1.259039,2.302474,2.306334,2.303982,1.009868,1.182262,1.286716,2.302478
592,,,2.314512,2.303543,0.660003,0.461332,1.256928,2.302473,2.309431,2.303992,1.00773,1.187124,1.284247,2.302477
593,,,2.315635,2.303772,0.666402,0.45875,1.255941,2.302473,2.309308,2.304502,1.051867,1.171375,1.288148,2.302477
594,,,2.314868,2.303838,0.661866,0.45624,1.257169,2.302472,2.314665,2.303309,1.008221,1.163775,1.285887,2.302476
595,,,2.314855,2.303659,0.662828,0.462554,1.255095,2.302472,2.315051,2.303898,1.04406,1.170698,1.283991,2.302476
596,,,2.3127,2.303736,0.649575,0.459124,1.254787,2.302471,2.31553,2.30319,1.000373,1.173067,1.282633,2.302475
597,,,2.312112,2.303743,0.658454,0.458984,1.252853,2.302471,2.311607,2.303703,1.012543,1.19631,1.283353,2.302475
598,,,2.313853,2.303526,0.657851,0.461718,1.253548,2.30247,2.323187,2.304585,1.030421,1.196416,1.288818,2.302474
599,,,2.313449,2.303659,0.65735,0.459882,1.253064,2.30247,2.314017,2.303068,1.050505,1.178984,1.283136,2.302474
600,,,2.313451,2.303591,0.655028,0.453119,1.251595,2.302469,2.318329,2.303909,1.009756,1.165096,1.280493,2.302473
601,,,2.314104,2.30374,0.670771,0.457216,1.251385,2.302469,2.316102,2.303505,0.997859,1.171697,1.277786,2.302473
602,,,2.313948,2.303806,0.664224,0.454166,1.249498,2.302468,2.321233,2.303662,1.059678,1.212325,1.280502,2.302472
603,,,2.313468,2.303524,0.665142,0.456489,1.25108,2.302468,2.310856,2.304052,1.036124,1.189267,1.276635,2.302472
604,,,2.313923,2.303803,0.663093,0.454336,1.246778,2.302467,2.325009,2.303583,0.994379,1.193813,1.28138,2.302471
605,,,2.314833,2.30376,0.656296,0.458307,1.249815,2.302467,2.318418,2.303804,1.027616,1.178015,1.285419,2.302471
606,,,2.31421,2.303977,0.659968,0.452373,1.246845,2.302466,2.308665,2.304348,1.032377,1.215437,1.282397,2.30247
607,,,2.31462,2.303648,0.651105,0.45499,1.2459,2.302465,2.317282,2.304464,1.047983,1.183523,1.284734,2.30247
608,,,2.31376,2.30364,0.65621,0.456051,1.24721,2.302465,2.310452,2.303281,0.998939,1.169618,1.279768,2.302469
609,,,2.312931,2.303661,0.653527,0.460928,1.246499,2.302464,2.320754,2.303061,1.042281,1.194557,1.273107,2.302469
610,,,2.314693,2.303674,0.655544,0.455652,1.245327,2.302464,2.319253,2.303193,1.017882,1.183324,1.273459,2.302468
611,,,2.314979,2.303842,0.666078,0.451134,1.242976,2.302463,2.315567,2.30405,1.024923,1.175369,1.274874,2.302468
612,,,2.31308,2.30359,0.657369,0.450795,1.241835,2.302463,2.304619,2.303279,1.042771,1.17317,1.274659,2.302467
613,,,2.314682,2.303418,0.655918,0.445163,1.242545,2.302462,2.31567,2.30354,1.065606,1.190162,1.278341,2.302467
614,,,2.313909,2.303813,0.661444,0.44723,1.241325,2.302462,2.317126,2.302894,1.049984,1.230829,1.284198,2.302466
615,,,2.314758,2.303621,0.651187,0.448034,1.240804,2.302461,2.306656,2.304592,1.090306,1.216814,1.273574,2.302466
616,,,2.31434,2.303669,0.668732,0.45044,1.239348,2.302461,2.326015,2.303116,0.991389,1.185173,1.281349,2.302465
617,,,2.316791,2.303781,0.665291,0.449643,1.238721,2.30246,2.321098,2.303859,1.014638,1.187059,1.281655,2.302465
618,,,2.313197,2.303902,0.66255,0.4475,1.239446,2.30246,2.316353,2.303362,1.047867,1.193584,1.270834,2.302464
619,,,2.314444,2.303707,0.657367,0.449399,1.237888,2.302459,2.310776,2.303307,1.042291,1.223178,1.2769,2.302464
620,,,2.312557,2.303704,0.662344,0.447383,1.24045,2.302459,2.307263,2.303872,1.063745,1.188307,1.273494,2.302463
621,,,2.313781,2.303557,0.664837,0.447942,1.238398,2.302458,2.308111,2.303334,1.026956,1.177419,1.268055,2.302463
622,,,2.312125,2.303629,0.658109,0.448856,1.234708,2.302458,2.309513,2.303366,1.016516,1.181788,1.270668,2.302462
623,,,2.313871,2.303531,0.663742,0.448423,1.235776,2.302457,2.314196,2.30358,1.033047,1.202754,1.27312,2.302462
624,,,2.314158,2.303707,0.658194,0.441026,1.236456,2.302457,2.30674,2.303501,1.02455,1.187231,1.266812,2.302461
625,,,2.314152,2.303887,0.654843,0.453453,1.235474,2.302456,2.316658,2.3032,1.013468,1.165602,1.264499,2.302461
626,,,2.31396,2.303696,0.668364,0.444511,1.234045,2.302456,2.316371,2.304645,1.021117,1.179702,1.265322,2.30246
627,,,2.313814,2.303601,0.665358,0.445049,1.232994,2.302456,2.307303,2.304104,0.991435,1.193145,1.267441,2.30246
628,,,2.314443,2.303609,0.664292,0.44484,1.233527,2.302455,2.304533,2.304037,1.03535,1.182444,1.269125,2.302459
629,,,2.313495,2.303659,0.663046,0.444686,1.23236,2.302455,2.311103,2.304507,0.998944,1.223708,1.264681,2.302459
630,,,2.314468,2.303659,0.657683,0.449376,1.230676,2.302454,2.316059,2.303128,1.030039,1.194075,1.262221,2.302458
631,,,2.314695,2.303642,0.663198,0.451467,1.231128,2.302454,2.312576,2.303367,1.032991,1.194539,1.262281,2.302458
632,,,2.312648,2.303743,0.661256,0.451244,1.231907,2.302453,2.318958,2.303942,1.022888,1.180061,1.263145,2.302457
633,,,2.315039,2.303718,0.658078,0.439803,1.230717,2.302453,2.319613,2.303516,1.003514,1.179973,1.264831,2.302457
634,,,2.311592,2.303674,0.655266,0.451049,1.228816,2.302452,2.30909,2.303991,1.048791,1.199906,1.265421,2.302457
635,,,2.312602,2.30393,0.6678,0.448508,1.229031,2.302452,2.312865,2.303472,1.018205,1.178233,1.26853,2.302456
636,,,2.315242,2.303689,0.663017,0.439617,1.228527,2.302451,2.316031,2.303278,1.02264,1.190949,1.260417,2.302456
637,,,2.312864,2.303646,0.657104,0.447737,1.227393,2.302451,2.312506,2.303947,1.021313,1.204899,1.261308,2.302455
638,,,2.312266,2.30376,0.66298,0.442601,1.227501,2.30245,2.31595,2.30341,1.028351,1.188355,1.259678,2.302455
639,,,2.313323,2.303843,0.655078,0.443531,1.225298,2.30245,2.310223,2.303196,1.048199,1.196281,1.267413,2.302454
